id,gid,lg,na,bid,bna,bsl,stt,st,rat,rtxt,sri,rii,mna,dtim,avd,time_estimation,ac,adb,acr,acod,cav,mav,ism,isn,isd,dls,dch,dct,tch,mcc,mtyp,trc,ttyp,sl,an,aid,cus/0/id,cus/0/na,cus/0/sl,cus/1/id,cus/1/na,cus/1/sl,css,adc,att,amt,atbt,hsp,pdto,pri,act,pmsg,ttrev,trt,trts,des,iss,finalRank,dcl,smr,htd,htc,fm,inc,itg,ipt,ipos,gtl,Lon,Lat,ius,icr,iush,ust,usicon,uscom,uscomid,sha,shc,rgrl,ida,dtxt,otxt,mofs,mdis,ipa,ptxt,mpro,iccm,isVatInc,hrd,hasv,fids/0,fids/1,fids/2,fids/3,fids/4,fids/5,fids/6,fids/7,verticalType,verticals/0,mentyp,isub,isds,prtg,ctav,spd/cat,spd/type,spd/token,sldk,cld,tpvc,prom,ismgrtd,isfof,rnk/rtrk,rnk/orrk,rnk/acrk,rnk/frrk,rnk/rork,rnk/inrk,dhcvid,isTalabatPro,is_tpro,is_tstar,tstar_desc,sponsored_rank,cus/2/id,cus/2/na,cus/2/sl,cus/3/id,cus/3/na,cus/3/sl,fids/8,fids/9,fids/10,fids/11,fids/12,fids/13,fids/14,fids/15,verticals/1,ftgs/0,cus/4/id,cus/4/na,cus/4/sl,cus/5/id,cus/5/na,cus/5/sl,verticals/2,verticals/3,verticals/4,verticals/5
6312,0,Zalatimo_Eng_636137175201252744.jpg,Zalatimo Sweet,12457,"Zalatimo Sweet, Sharq",zalatimo-sweet-sharq,0,0,3.8,Very good,true,2,4,120,Within 120 mins,120 - 130 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,zalatimo-sweet,,,22,Desserts,,,,,Desserts,,,,,true,3,,12/04/2016 00:00:00,,0,15 ratings,15,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_7.jpg,47.987088,29.375803,false,false,false,,,,0,48,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,100002,100003,53,,,0,0,1,false,false,2,0,,,,9.708,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,0,So-Greek_636149982052303687.jpg,So Greek,12640,"So Greek, Salmiya, TMP",so-greek-salmiya-tmp,0,0,4.1,Very good,true,2,3,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,so-greek,,,24,Breakfast,,51,Frozen Yogurt,,"Breakfast, Frozen Yogurt, Healthy Food",,,,,false,0,,11/18/2016 00:00:00,,0,22 ratings,22,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_8.jpg,48.068771,29.338566,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,,,,0,0,1,false,false,0,0,,,,0.274,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,10,Healthy Food,,,,,,,,,,,,,,,,,,,,,,,,
6441,0,Fish__Fresh_636153439002050855.jpg,Fish & Fresh,12670,"Fish & Fresh, Rai",fish-fresh-rai,0,0,2.4,Normal,true,0,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,true,false,false,false,false,Open,0.5,0,0,0,0,0,0,fish-fresh,,,9,Seafood,,,,,Seafood,,,,,false,0,,11/28/2016 00:00:00,,0,12 ratings,12,,false,143,,,false,false,false,false,false,false,false,autohero_Seafood_1.jpg,47.928818,29.306349,false,false,false,,,,0,76,3,false,true,10% OFF all orders,10% OFF all orders,0,0,false,,0,false,false,false,true,62,27,623,628,28,29,100004,,0,0,1,false,false,3,0,,,,15.68,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,0,Why-Juice_636177366065153355.jpg,Why juice,12836,"Why juice, Salmiya",why-juice-salmiya,0,0,3,Good,true,1,0,165,Within 165 mins,165 - 175 mins,true,true,true,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,why-juice,,,249,Juices,,22,Desserts,,"Juices, Desserts",,,,,true,3,,12/19/2016 00:00:00,,0,58 ratings,58,,false,143,,,false,false,false,false,false,false,false,autohero_Juices_6.jpg,48.04356,29.3345,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100004,53,,0,0,1,false,false,0,0,,,,2.569,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,0,Vitamin_Logo_636172338890495571.jpg,Vitamin juice,12921,"Vitamin, Khaitan",vitamin-khaitan,0,0,4,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,false,false,true,false,false,false,false,Open,0.5,0,0,0,0,0,0,vitamin,,,249,Juices,,310,Beverages,,"Juices, Beverages",,,,,false,0,,12/13/2016 00:00:00,,0,42 ratings,42,,false,143,,,false,false,false,false,false,false,false,autohero_Juices_7.jpg,47.907639,29.294056,false,false,false,,,,0,16,3,false,true,12% OFF orders above KD 10.00,12% OFF orders above KD 10.00,0,0,false,,0,false,false,false,true,62,27,623,628,28,100002,100003,53,0,0,1,false,false,0,0,,,,18.298,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,0,Bisbas_636168118910511572.jpg,Bisbas,12887,"Bisbas, Al-Qurain",bisbas-alqurain,0,0,3.4,Good,true,1,0,75,Within 75 mins,75 - 85 mins,false,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,bisbas,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,12/09/2016 00:00:00,,0,51 ratings,51,,false,143,,,false,false,false,true,false,false,false,autohero_Kuwaiti_6.jpg,47.972076,29.366426,false,false,false,,,,0,56,6,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100004,,,,,0,0,1,false,false,3,0,,,,10.902,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,0,Kabsa__Aish-Logo_636171486626410476.jpg,Kabsa W Aish,12923,"Kabsa W Aish, Kuwait City",kabsa-w-aish-kuwait-city,0,0,3.4,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,kabsa-w-aish,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,false,0,,12/14/2016 00:00:00,,0,24 ratings,24,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_5.jpg,48.018000,29.335583,false,false,false,,,,0,4,1,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,100004,,,,,0,0,1,false,false,0,0,,,,5.374,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,0,Bateel-Cafe-Logo_636173602190635947.jpg,Café Bateel,12964,"Café Bateel, Al-Bedae",caf-bateel-albedae,0,0,4.5,Very good,true,2,4,60,Within 60 mins,60 - 70 mins,true,false,true,false,true,true,false,false,false,Open,0.5,0,0,0,0,0,0,caf-bateel,,,15,Cafe,,22,Desserts,,"Cafe, Desserts, Italian",,,,,false,0,,12/20/2016 00:00:00,,0,9 ratings,9,,false,143,,,false,false,false,false,false,false,false,autohero_Cafe_4.jpg,48.08965940000007,29.3192801,false,false,false,,,,0,74,2,false,true,100% OFF orders above KD 70.00,100% OFF orders above KD 70.00,0,0,true,Free item with orders over KD 0.50,0,false,false,false,true,62,27,623,628,29,100002,100003,,0,0,1,false,false,0,0,,,,3.375,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,4,Italian,,,,,,,,,,,,,,,,,,,,,,,,
6644,0,Moranno_636179364042103117.jpg,Morrano Sweets,13376,"Morrano Sweets, Salwa",morrano-sweets-salwa,0,0,4.4,Very good,true,2,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,morrano-sweets,,,22,Desserts,,,,,Desserts,,,,,false,0,,01/21/2017 10:23:16,,0,4 ratings,4,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_3.jpg,48.07769,29.2969,false,false,false,,,,0,39,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,53,,,0,0,1,false,false,2,0,,,,4.814,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,0,Chocoroute_636186218524885141.jpg,Choco Route,13131,"Choco Route, Jahra",choco-route-jahra,0,0,3.9,Very good,true,2,10,90,Within 90 mins,90 - 100 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,choco-route,,,22,Desserts,,,,,Desserts,,,,,false,0,,12/29/2016 00:00:00,,0,19 ratings,19,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_9.jpg,47.66868,29.353622,false,false,false,,,,0,11,5,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100003,53,,,,0,0,1,false,false,3,0,,,,44.168,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,0,Rawaby_Logo_636190584047003254.jpg,Rawaby Season,13182,"Rawaby Season, Ardiya Small Industrial",rawaby-season-ardiya-small-industrial,0,0,3.8,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,rawaby-season,,,19,Kuwaiti,,,,,Kuwaiti,,,,,false,0,,01/10/2017 00:00:00,,0,8 ratings,8,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_8.jpg,47.896972,29.280056,false,false,false,,,,0,87,3,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,53,,,0,0,1,false,false,0,0,,,,19.894,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6777,0,,Mughlai Biryani,13237,"Mughlai Biryani, Salmiya",mughlai-biryani-salmiya,0,0,3.3,Good,true,1,0,5,Within 5 mins,5 - 15 mins,true,true,true,false,true,true,false,false,false,Open,0,0,0,0,0,0,0,mughlai-biryani,,,5,Indian,,397,Asian,,"Indian, Asian",,,,,true,3,,01/12/2017 00:00:00,,13,71 ratings,71,,false,143,,,false,false,false,false,false,false,false,123_636736418599734223.jpg,48.05302800000004,29.321361,true,true,true,,logo_pepsi.png,Coka,1,9,2,false,true,30% OFF orders above KD 20.00,30% OFF orders above KD 20.00,0,0,true,Free Gulab Jamun (3Pc with orders over KD 8.00,1,false,false,false,true,62,60,32,27,623,628,36,26,0,0,1,false,false,3,0,,,,2.429,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,28,29,100000,100001,100004,,,,,,,,,,,,,,,
6794,0,Hakookah-Rice-Crust__636197503216090804.jpg,Hakookah Rice Crust,13273,"Hakookah Rice Crust, Hawally",hakookah-rice-crust-hawally,0,0,3.8,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,hakookah-rice-crust,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,5,,02/06/2017 00:00:00,,0,18 ratings,18,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_1.jpg,48.025518,29.338995,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100003,,,0,0,1,false,false,2,0,,,,4.528,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6806,0,Mais-Lebanon-Logo_636209566130423572.jpg,Mais Lebanon,13299,"Mais Lebanon, Salmiya",mais-lebanon-salmiya,0,0,3.3,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.25,0,0,0,0,0,0,mais-lebanon,,,3,Lebanese,,12,Sandwiches,,"Lebanese, Sandwiches",,,,,true,4,,01/25/2017 00:00:00,,0,60 ratings,60,,false,143,,,false,false,false,false,false,false,false,autohero_Lebanese_5.jpg,48.08662448582764,29.345357187430487,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100004,53,,0,0,1,false,false,0,0,,,,2.371,false,false,0,false,false,11,1,1,42,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6851,0,unnamed_636204718589330130.jpg,Jollibee,13371,"Jollibee, Salmiya",jollibee-salmiya,0,0,3.9,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,false,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,jollibee,,,18,American,,12,Sandwiches,,"American, Sandwiches",,,,,false,0,,01/31/2017 00:00:00,,0,6 ratings,6,,false,143,,,false,false,false,false,false,false,false,autohero_American_8.jpg,48.065556,29.340556,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,100002,100003,,,,,,0,0,1,false,false,1,0,,,,0.217,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6892,0,Ortakoy-Turkish-Cuis_636209668801934062.jpg,Ortakoy Turkish,13505,"Ortakoy Turkish, Salmiya",ortakoy-turkish-salmiya,0,0,3.7,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,ortakoy-turkish,,,21,Turkish,,24,Breakfast,,"Turkish, Breakfast, Pizzas",,,,,true,2,,01/30/2017 00:00:00,,0,28 ratings,28,,false,143,,,false,false,false,false,false,false,false,autohero_Turkish_8.jpg,48.08551,29.3353,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,100004,53,,0,0,1,false,false,0,0,,,,2.165,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,13,Pizzas,,,,,,,,,,,,,,,,,,,,,,,,
6905,0,Phoenix-Logo_636211411226231047.jpg,Phoenix,13511,"Phoenix, Khaitan",phoenix-khaitan,0,0,3.8,Very good,true,2,5,10,Within 10 mins,10 - 20 mins,true,true,true,false,false,true,false,false,false,Open,0,0,0,0,0,0,0,phoenix,,,22,Desserts,,24,Breakfast,,"Desserts, Breakfast, Kuwaiti",,,,,true,3,,05/10/2019 00:00:00,,0,11 ratings,11,,false,143,,,false,false,false,true,false,false,false,autohero_Desserts_2.jpg,47.97301,29.2973,true,true,false,,logo_pepsi.png,Coka,1,16,3,false,false,,Free Small Mix Fatayar Box with orders over KD 15.00,0,0,true,Free Small Mix Fatayar Box with orders over KD 15.00,0,false,false,false,true,62,32,36,26,28,29,100000,100001,0,0,1,false,false,1,0,,,,11.332,false,false,0,false,false,9209,1,1,42,4,141,,false,false,false,,9999,19,Kuwaiti,,,,,100002,100003,53,,,,,,,,,,,,,,,,,
6917,0,Why-Not_636222527958784656.jpg,WHY NOT,13528,"WHY NOT, Salmiya",why-not-salmiya,0,0,0,Normal,true,0,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,why-not,,,24,Breakfast,,,,,Breakfast,,,,,false,0,,02/12/2017 00:00:00,,0,No rating,No rating,,false,143,,,false,false,false,false,false,false,false,autohero_Breakfast_8.jpg,48.070824,29.330494,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,,,,,0,0,1,false,false,0,0,,,,1.044,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,0,Ballerina-Logo_636214660895134131.jpg,Ballerina Bakery,13566,"Ballerina Bakery, Jabriya",ballerina-bakery-jabriya,0,0,0.8,Normal,true,0,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Open,0.5,0,0,0,0,0,0,ballerina-bakery,,,22,Desserts,,24,Breakfast,,"Desserts, Breakfast",,,,,true,2,,02/12/2017 00:00:00,,0,1 rating,1 rating,,false,143,,,false,false,false,false,false,false,false,autohero_Desserts_10.jpg,0,0,false,false,false,,,,0,46,1,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,29,100002,53,,,0,0,1,false,false,0,0,,,,14.985,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6951,0,Lunch__Dinner-Logo_636227651848064704.jpg,Lunch & Dinner,13590,"Lunch & Dinner, Mahboula",lunch-dinner-mahboula,0,0,4.1,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0,0,0,0,0,0,0,lunch-dinner,,,395,Arabic,,19,Kuwaiti,,"Arabic, Kuwaiti",,,,,true,2,,02/15/2017 00:00:00,,0,25 ratings,25,,false,143,,,false,false,false,false,false,false,false,autohero_Arabic_1.jpg,48.12539,29.1543,false,false,false,,,,0,24,4,false,false,,,0,0,false,,0,false,false,false,true,62,32,26,28,100001,100003,53,,0,0,1,false,false,3,0,,,,21.499,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
6955,0,5obe_636217462091610647.jpg,5obe,13626,"5obe, Hawally",5obe-hawally,0,0,2.7,Normal,true,0,5,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,5obe,,,6,Iranian,,19,Kuwaiti,,"Iranian, Kuwaiti, Arabic",,,,,false,0,,02/08/2017 00:00:00,,0,18 ratings,18,,false,143,,,false,false,false,false,false,false,false,autohero_Iranian_1.jpg,48.052296,29.200008,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,100002,597,,,,,0,0,1,false,false,1,0,,,,15.479,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,395,Arabic,,,,,,,,,,,,,,hygiene,,,,,,,,,,
7006,0,Bait-Jeddy-Logo_636226906251402050.jpg,Bait Jeddi,13678,"Bait Jeddi, Hawally",bait-jeddi-hawally,0,0,4.7,Awesome,true,3,4,60,Within 60 mins,60 - 70 mins,true,true,false,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,bait-jeddi,,,19,Kuwaiti,,395,Arabic,,"Kuwaiti, Arabic",,,,,true,5,,02/17/2017 00:00:00,,0,2 ratings,2,,false,143,,,false,false,false,false,false,false,false,autohero_Kuwaiti_7.jpg,48.015186,29.332271,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,32,28,100002,100003,,,,0,0,1,false,false,0,0,,,,5.72,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
7010,0,Yaki-Logo_636227121532481635.jpg,Yaki Japanese,13685,"YAKI, Hawally",yaki-hawally,0,0,4,Very good,true,2,5,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,false,false,false,Open,0.5,0,0,0,0,0,0,yaki,,,1,Japanese,,,,,Japanese,,,,,false,0,,02/23/2017 00:00:00,,0,5 ratings,5,,false,143,,,false,false,false,false,false,false,false,autohero_Japanese_1.jpg,48.02856,29.3403,false,false,false,,,,0,7,2,false,false,,,0,0,false,,0,false,false,false,true,62,28,29,100002,100003,,,,0,0,1,false,false,1,0,,,,4.194,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
7046,0,Orjowan-Logo-en_636230947943571008.jpg,Orjowan Lebnan,13744,"Orjowan, Salmiya",orjowan-salmiya,0,0,2.7,Normal,true,0,0,77,Within 77 mins,75 - 85 mins,true,true,true,false,false,false,false,false,false,Open,0,0,0,0,0,0,0,orjowan,,,3,Lebanese,,395,Arabic,,"Lebanese, Arabic",,,,,false,0,,05/20/2019 00:00:00,,2,6 ratings,6,,false,143,,,false,false,false,true,true,true,false,Beef_Brochette_636298520985933952.jpg,48.06823901268922,29.338922695578525,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,26,28,29,100001,100002,100004,,0,0,1,false,false,0,0,,,,0.215,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,0,download_636959522458273211.jpg,Search & Discovery,19561,"Search & Discovery,Salmiya",search-discoverysalmiya,0,0,0,Normal,true,0,0,83,Within 83 mins,80 - 90 mins,true,true,true,false,false,false,false,false,false,Open,0,0,0,0,0,0,0,search-discovery,,,51,Frozen Yogurt,,18,American,,"Frozen Yogurt, American",,,,,false,0,,06/12/2019 15:59:05,,0,No rating,No rating,,false,143,,,false,false,false,true,true,true,false,autohero_FrozenYogurt_10.jpg,48.0887,29.3481,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,26,28,29,100001,100002,100004,,0,0,1,false,false,0,0,,,,2.693,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,0,download_636959541629790653.jpg,Search & Discovery,19562,"Search & Discovery New,Salmiya",search-discovery-newsalmiya,0,0,0,Normal,true,0,0,83,Within 83 mins,80 - 90 mins,true,true,false,false,false,false,false,false,false,Open,0,0,0,0,0,0,0,search-discovery,,,18,American,,51,Frozen Yogurt,,"American, Frozen Yogurt",,,,,false,0,,06/12/2019 16:34:05,,0,No rating,No rating,,false,143,,,false,false,false,true,true,true,false,autohero_American_2.jpg,48.0887,29.3481,false,false,false,,,,0,9,2,false,false,,,0,0,false,,0,false,false,false,true,62,26,28,100001,100002,100004,,,0,0,1,false,false,0,0,,,,2.693,true,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,,,,,,,,,,,,,,,,,,,,,,,,,,
9676,0,tmart-logo-square-wh_637552834217545752.png,talabat mart,19670,"Talabat Dukkan,Hawally",talabat-dukkanhawally,0,0,5,Awesome,true,3,0,30,Within 30 mins,30 - 40 mins,true,true,true,false,false,false,false,false,false,Open,0,0,0,0,0,0,0,talabat-dukkan,,,400,Grocery,,,,,Grocery,,,,,false,0,,09/12/2019 12:38:05,,0,No rating,No rating,,false,143,,,false,false,false,true,true,true,false,Jordan_tmart_banner_637552833374742533.png,48.0190505195435,29.336029854043517,false,false,false,,,,0,7,2,false,true,10% OFF orders above KD 1.00,10% OFF orders above KD 1.00,0,0,false,,0,false,false,false,true,62,638,70,36,26,28,29,100000,1,1,2,false,true,0,0,,,,5.255,true,false,0,true,false,11,1,1,63,4,141,,true,false,false,,9999,,,,,,,100001,100002,100003,100004,,,,,,,,,,,,,,,,
94,0,bigkc.gif,Krispy Kreme,5924,"Krispy Kreme, Salmiya",krispy-kreme-salmiya,0,0,3.7,Good,true,1,4.5,75,Within 75 mins,75 - 85 mins,true,true,true,false,true,true,false,false,false,Open,10,1,0,0,0,0,0,krispy-kreme,,,15,Cafe,,51,Frozen Yogurt,,"Cafe, Frozen Yogurt, Arabic",,,,,false,0,,02/25/2014 00:00:00,,0,79 ratings,79,,false,643,,,false,false,true,true,false,true,false,autohero_Cafe_7.jpg,48.07401,29.341925,false,false,false,,,,0,9,2,false,true,25% OFF all orders,25% OFF all orders,0,1,false,,0,true,false,false,true,62,27,623,628,28,29,100002,53,0,0,1,false,false,1,0,,,,0.924,false,false,0,false,false,11,1,1,63,4,641,,false,false,false,,9999,395,Arabic,,,,,,,,,,,,,,,,,,,,,,,,
4,74,Hardees(1)_636199955898906121.jpg,"Hardees, Salmiya",5848,"Hardees, Salmiya",hardees-salmiya,0,0,3.6,Good,true,1,0,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,false,true,false,false,Open,0.5,0,0,0,0,0,0,hardees,,,395,Arabic,,645,alert(1),,"Arabic, alert(1), alert(1), Burgers, American, Argentinian",,,,,true,2,,02/25/2014 00:00:00,,0,341 ratings,341,,false,1568.15,,,false,false,false,false,false,false,false,deliveryHero_logo637640360874668646.png,48.045029,29.341033,false,false,true,,https://images.deliveryhero.io/image/talabat/restaurants/logo_pepsi.png,Pepsi,2,9,2,false,true,KD 2.00 OFF orders above KD 4.00,KD 2.00 OFF orders above KD 4.00,0,2,false,,0,false,false,false,true,62,32,28,29,100002,100004,53,,0,0,1,false,false,2,0,,,,2.376,false,false,0,true,false,8,1,22,26,3,1294.15,,false,false,false,,9999,740,alert(1),,14,Burgers,,,,,,,,,,,,18,American,,333,Argentinian,,,,,
5,0,chickin-tikka_635804350985111468.jpg,Chicken Tikka,5862,"Chicken Tikka, Salmiya_1",chicken-tikka-salmiya1,2,2,3.7,Good,true,1,0,75,Within 75 mins,75 - 85 mins,true,false,false,false,true,false,false,false,false,Open,0.5,0,0,0,0,0,0,chicken-tikka,,,395,Arabic,,3,Lebanese,,"Arabic, Lebanese, Sandwiches",,,,,false,0,,02/25/2014 00:00:00,,0,216 ratings,216,,false,143,,,false,false,false,false,false,false,false,autohero_Arabic_6.jpg,48.08087,29.32976,false,false,false,,,,0,9,2,false,true,20% OFF all orders,20% OFF all orders,0,0,true,Free Free Cheesecake with orders over KD 5.00,0,false,false,false,true,27,623,628,100002,100004,53,,,0,0,1,false,false,2,0,,,,1.899,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,12,Sandwiches,,,,,,,,,,,,,,,,,,,,,,,,
35,0,atbig.gif,Awtar Libnan,12189,"Awtar Libnan, Kuwait City",awtar-libnan-kuwait-city,2,2,4,Very good,true,2,2,30,Within 30 mins,30 - 40 mins,true,true,true,false,true,true,false,false,false,Open,0.5,0,0,0,0,0,0,awtar-libnan,,,3,Lebanese,,19,Kuwaiti,,"Lebanese, Kuwaiti, Arabic",,,,,false,0,,10/17/2016 13:55:13,,0,36 ratings,36,,false,143,,,false,false,false,false,false,false,false,autohero_Lebanese_1.jpg,47.960343999999964,29.36448,true,true,false,,,Coka,1,4,1,false,true,20% OFF all orders,20% OFF all orders,0,1,false,,0,false,false,false,true,27,623,628,36,28,29,100000,100002,0,0,1,false,false,2,0,,,,12.104,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,395,Arabic,,,,,100003,53,,,,,,,,,,,,,,,,,,
52,0,lofat_635686662276758818.jpg,Lofat,5763,"Lofat, Shaab",lofat-shaab,2,2,3.3,Good,true,1,4,60,Within 60 mins,60 - 70 mins,true,true,true,false,false,true,false,false,false,Open,0.35,0,0,0,0,0,0,lofat,,,10,Healthy Food,,12,Sandwiches,,"Healthy Food, Sandwiches, Pizzas",,,,,false,0,,06/23/2009 00:00:00,,0,146 ratings,146,,false,143,,,false,false,false,false,false,false,false,autohero_HealthyFood_1.jpg,48.03051800000003,29.349617,false,false,false,,,,0,34,2,false,false,,Free REDUCED FAT BROWNIE with orders over KD 6.00,0,0,true,Free REDUCED FAT BROWNIE with orders over KD 6.00,1,false,false,false,true,28,29,100002,53,,,,,0,0,1,false,false,1,0,,,,4.152,false,false,0,false,false,11,1,1,63,4,141,,false,false,false,,9999,13,Pizzas,,,,,,,,,,,,,,,,,,,,,,,,
